lang,food_name,canonical_name,calorie_range,macros,food_items,judgement_tags,dish_summary,suggestion,is_beverage,is_food,is_active,beverage_base_ml,beverage_full_sugar_carbs,beverage_default_sugar_ratio,beverage_sugar_adjustable,beverage_profile,source,verified_level,image_url,thumb_url,image_source,image_license,reference_used
zh-TW,牛奶,牛奶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,低脂牛奶,低脂牛奶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,巧克力牛奶,巧克力牛奶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,優酪乳,優酪乳,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,乳酸飲料,乳酸飲料,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,青茶,青茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,綠茶,綠茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,紅茶,紅茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,烏龍茶,烏龍茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,四季春茶,四季春茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,茉莉綠茶,茉莉綠茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,奶茶,奶茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,鮮奶茶,鮮奶茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,珍珠奶茶,珍珠奶茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,珍珠紅茶,珍珠紅茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,珍珠綠茶,珍珠綠茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,珍珠青茶,珍珠青茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,冬瓜茶,冬瓜茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,冬瓜檸檬,冬瓜檸檬,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,檸檬紅茶,檸檬紅茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,檸檬綠茶,檸檬綠茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,百香綠茶,百香綠茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,多多綠茶,多多綠茶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蜂蜜檸檬,蜂蜜檸檬,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,柳橙汁,柳橙汁,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蘋果汁,蘋果汁,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,葡萄汁,葡萄汁,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,西瓜汁,西瓜汁,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,木瓜牛奶,木瓜牛奶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,酪梨牛奶,酪梨牛奶,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,美式咖啡,美式咖啡,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,拿鐵,拿鐵,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,卡布奇諾,卡布奇諾,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,摩卡咖啡,摩卡咖啡,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,可可,可可,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,可樂,可樂,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,雪碧,雪碧,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,氣泡水,氣泡水,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,礦泉水,礦泉水,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,無糖氣泡水,無糖氣泡水,511-625 kcal,"{""carbs"":75,""sodium"":1100,""protein"":22,""fat"":20}","[""main ingredient"",""carbs"",""sauce""]","[""higher carbs""]",Common local meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,糙米飯,糙米飯,553-675 kcal,"{""carbs"":80,""sodium"":1200,""protein"":24,""fat"":22}","[""rice/noodle"",""protein source"",""sauce""]","[""higher carbs"",""higher sodium""]",Rice/noodle main meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,五穀飯,五穀飯,553-675 kcal,"{""carbs"":80,""sodium"":1200,""protein"":24,""fat"":22}","[""rice/noodle"",""protein source"",""sauce""]","[""higher carbs"",""higher sodium""]",Rice/noodle main meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,白飯,白飯,553-675 kcal,"{""carbs"":80,""sodium"":1200,""protein"":24,""fat"":22}","[""rice/noodle"",""protein source"",""sauce""]","[""higher carbs"",""higher sodium""]",Rice/noodle main meal.,Add vegetables and reduce sauce when possible.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,茄汁義大利麵,茄汁義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,白醬義大利麵,白醬義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,青醬義大利麵,青醬義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,肉醬義大利麵,肉醬義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,海鮮義大利麵,海鮮義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蛤蜊義大利麵,蛤蜊義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,培根義大利麵,培根義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,焗烤義大利麵,焗烤義大利麵,452-552 kcal,"{""carbs"":65,""sodium"":900,""protein"":20,""fat"":18}","[""pasta"",""sauce"",""protein source""]","[""balanced""]",Pasta-style main dish.,Choose lighter sauce and add vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,炸豆腐,炸豆腐,362-442 kcal,"{""carbs"":45,""sodium"":920,""protein"":15,""fat"":18}","[""main ingredient"",""sauce""]","[""balanced""]",Taiwanese snack. Cooking oil and sauce can vary.,Pair with vegetables and avoid extra sugary drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,雞排堡,雞排堡,362-442 kcal,"{""carbs"":45,""sodium"":920,""protein"":15,""fat"":18}","[""main ingredient"",""sauce""]","[""balanced""]",Taiwanese snack. Cooking oil and sauce can vary.,Pair with vegetables and avoid extra sugary drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,雞排吐司,雞排吐司,362-442 kcal,"{""carbs"":45,""sodium"":920,""protein"":15,""fat"":18}","[""main ingredient"",""sauce""]","[""balanced""]",Taiwanese snack. Cooking oil and sauce can vary.,Pair with vegetables and avoid extra sugary drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,雞翅,雞翅,362-442 kcal,"{""carbs"":45,""sodium"":920,""protein"":15,""fat"":18}","[""main ingredient"",""sauce""]","[""balanced""]",Taiwanese snack. Cooking oil and sauce can vary.,Pair with vegetables and avoid extra sugary drinks.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,牛肉湯,牛肉湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,豬肝湯,豬肝湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,豬血湯,豬血湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,下水湯,下水湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,魚片湯,魚片湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,冬粉湯,冬粉湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,貢丸蛋花湯,貢丸蛋花湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,香菇貢丸湯,香菇貢丸湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,豆腐湯,豆腐湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,青菜豆腐湯,青菜豆腐湯,189-269 kcal,"{""carbs"":18,""sodium"":850,""protein"":12,""fat"":10}","[""broth"",""main ingredient""]","[""balanced""]",Soup-based dish.,Watch sodium and pair with lean protein.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,高麗菜,高麗菜,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,空心菜,空心菜,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,菠菜,菠菜,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,青江菜,青江菜,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,花椰菜,花椰菜,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蔥花蛋,蔥花蛋,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,荷包蛋,荷包蛋,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,水煮蛋,水煮蛋,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,滷蛋,滷蛋,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蒸蛋,蒸蛋,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,蒸蛋豆腐,蒸蛋豆腐,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,鹽烤鯖魚,鹽烤鯖魚,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,烤鮭魚,烤鮭魚,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,煎鮭魚,煎鮭魚,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,煎雞腿排,煎雞腿排,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,烤雞腿,烤雞腿,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,烤雞胸,烤雞胸,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
zh-TW,雞胸肉沙拉,雞胸肉沙拉,320-400 kcal,"{""carbs"":20,""sodium"":980,""protein"":24,""fat"":20}","[""main dish"",""seasoning""]","[""balanced""]",Home-style dish.,Pair with half bowl of rice and vegetables.,false,true,true,,,,,{},manual_seed,2,,,,,catalog
